pasrah,-3
tumbuk,-3
sisih,-2
terajam,-4
tkde,-1
berangan,-3
banyol,-3
ria,-3
sayu,-2
musuh,-4
pelosok,-3
anjeng,-5
pending,-3
cry,-3
mules,-4
ketar,-3
prihatin,-3
mustahil,-2
komplikasi,-3
soal,-3
isu,-1
anjis,-1
melet,-3
taik,-5
buta hati,-4
kantong tipis,-4
darah,-1
hilaf,-4
ex,-1
anjg,-5
ngeles,-3
goda,-3
murung,-4
jutekin,-5
rasuk,-3
kelok,-2
huhuu,-4
belenggu,-3
rebak,-3
ledak,-4
hayoloh,-3
bisik,-2
lembung,-3
ecer,-2
bagal,-3
anjlok,-4
haters,-5
gosah,-3
bandar,-4
dosa,-4
gonggong anjing,-3
kgk,-3
nyiksa,-4
maho,-4
compeng,-4
ciplak,-3
kalah,-2
cabul,-5
rang,-3
gelagap,-2
ganggu,-4
nyali,-3
biang keladi,-4
gembul,-3
betina,-2
konyol,-3
cengeng,-4
aduk,-3
ngancem,-4
gores,-3
elak,-3
ganjar,-3
murah,-4
pedofil,-5
sebarang,-2
ngetawain,-4
ragu,-3
gone,-2
pedih,-4
sangka,-3
suudzon,-4
cucuk,-3
golek,-1
layan,-2
diare,-4
leleh,-3
bakat,-1
berat telinga,-3
ada,-3
mending,-3
ugal-ugalan,-2
ngestalk,-4
curiga,-4
begitu saja,-2
satu,-1
peluk,-1
faedah,-1
petaka,-4
masygul,-2
jatohnya,-1
kasih,-1
pelecok,-3
benguk,-2
semangatin,-1
ringkih,-4
liat,-1
timpa,-3
rasuk,-3
sunu,-2
hati,-2
tunggang,-1
kata,-1
guling,-3
turun,-3
singkir,-5
damprat,-4
ingkar,-4
aur,-3
adang,-3
keroyok,-4
rem,-5
siapa,-2
jelek,-5
rusak,-4
pesona,-1
pencet,-2
perkara,-4
anggur,-4
darah dingin,-4
remuk,-4
mahir,-1
tangkap tangan,-4
kabung,-5
pasuk,-3
khianat,-4
kutil,-4
dapat,-2
kelakar,-4
renti,-3
cecer,-3
poko,-2
belah,-5
nang,-5
usil,-3
usir,-4
amuk,-5
hidu,-1
bain,-2
buang nyawa,-5
pukau,-1
sapu,-3
otot,-4
cela,-4
sayang,-3
jahat,-4
remeh,-5
mudah,-1
neng,-1
mula,-3
palit,-3
keluar,-3
tamat riwayat,-3
selusur,-3
aku,-1
hilang,-4
bom,-1
celampak,-3
kerubung,-3
bangan,-3
sentuh asa,-1
cengkerama,-2
tau,-4
curat,-1
enak,-4
gubris,-2
masuk,-3
kayak,-3
buruk,-5
api,-2
caplok,-3
pihak,-3
apa,-3
cebik,-3
kesi,-3
anda,-1
ekspos,-4
lutut,-2
suara,-1
dalih,-4
apas,-3
hilang ingat,-4
desir,-2
hendak,-1
kusut,-4
menung,-3
wara,-3
keruh,-4
gampang,-3
sengal,-4
kerumit,-5
tugas,-1
salah,-4
sekongkol,-4
ancam,-4
nyata,-2
ganggu jiwa,-4
kerut,-2
heran,-3
jatuh,-3
jalan bebas hambat,-1
uar,-3
sanding,-2
tantang,-4
dengu,-3
loloh,-3
geger,-3
mungkin,-1
gede,-2
sir,-2
peleset,-4
banding,-3
kecil,-3
tumpu,-3
jepit,-4
gulir,-3
panik,-4
malang,-5
leceh,-5
mau,-1
gantung,-3
tekuk lutut,-3
surat takdir,-3
prasangka,-3
lama,-4
suci,-1
lesit,-1
rebak,-3
satu,-1
susah,-3
balik,-3
lancar,-2
kobar,-2
tunggu,-2
ikut,-3
kompor,-4
celah,-3
junjung,-2
bopong,-3
aduk,-3
gelicik,-3
mutu,-1
tangkis,-3
itu,-2
lumat,-4
henti tugas,-2
jambret,-5
jelma,-3
maklum,-2
muram durja,-5
main,-2
empas,-3
bual,-4
ratap,-3
gaco,-2
sayat,-4
kagum,-1
ingat,-3
dah,-3
putih tulang,-2
lorot,-4
pisah,-3
sodok,-3
cibir,-5
meni,-2
lanjur,-3
lupa diri,-3
lucu,-2
sohor,-1
perenyak,-4
tanda,-2
batu,-2
simpan,-3
keri,-4
heboh,-3
pergok,-5
erti,-2
ketar,-3
samping,-4
ringan,-1
cocok,-3
album,-2
tinggal,-3
tagih,-3
nyala,-2
sidang,-3
mata,-2
lain,-4
cetus,-1
sampah,-4
rampas,-4
keras hati,-3
sanggama,-2
rogoh,-3
tenang,-1
rogok,-3
buang,-3
prediksi,-1
asa,-2
cari,-3
diri,-1
umur,-2
duga,-1
cair,-1
recok,-3
isu,-1
galak panas,-3
sungkap,-3
ecer,-2
mungut,-2
tumpah hati,-3
rang,-3
hina rendah,-3
gugur,-3
pacul,-4
baiat,-3
lembung,-3
kapah,-2
gusar,-3
surup,-5
isap jempol,-3
cerca,-4
tata,-2
sisih,-2
sial,-5
gentar,-4
sangkut,-4
susah hati,-5
alam,-1
tumbuk,-3
pengaruh,-2
halang,-3
rusuh,-4
tilap,-4
cangkum,-3
onar,-5
panggil,-1
rundung,-4
jilat,-3
tanggung,-2
ana,-3
rugi,-5
gempar,-2
gerombol,-4
colong,-5
tertib,-2
tuntun,-2
hukum,-3
idam,-2
gelingsir,-3
soal,-1
catut,-3
suka,-1
cumbu,-3
gonggong anjing,-3
kaya,-2
kandut,-3
rantai,-3
keji,-5
tebak,-2
tumpuk,-4
rajam,-5
sendiri,-3
pelanting,-3
tinggi,-2
tebat,-3
kemas,-2
asuh,-2
ceria,-1
kecamuk,-4
bejat,-5
pegang,-2
tidur,-3
pemuda,-1
larang,-3
rangsang,-3
tembok,-1
menang,-5
baik,-1
gadang,-4
kelok,-2
kenang,-2
ledak,-4
kuat duga,-2
abu,-2
cebur,-5
abai,-3
serang,-4
gores,-3
rongsok,-3
tindik,-3
luka,-5
jangan,-3
bunyi,-1
kerak,-2
bekap,-3
bekas,-3
kesima,-1
pikul,-2
ciut,-3
kereta,-4
santun,-2
habis,-3
layan,-2
sundut,-3
jadi,-2
susut,-2
gelincir,-3
tajam,-2
simpuh,-3
bara,-3
cemas,-3
sunduk,-3
kongkalikong,-4
susup,-2
campak,-4
ganjar,-3
babar,-1
tembak,-5
sembul,-3
ken,-2
tegur,-3
latih,-2
korek,-4
yg tuan,-3
lupa,-3
alir udara,-1
tegun,-3
konspirasi,-4
cinta,-1
tekan mental,-4
ganti,-3
memang,-2
tangkap,-3
tutup mulut,-3
gelanggang,-3
nahas,-2
gigil,-4
ungkap,-3
sambat,-3
tanduk,-2
cekak,-3
lemah,-4
nenes,-2
cekau,-2
ekang,-4
prihatin,-3
besit,-2
jabat,-3
dua,-3
enteng,-2
singgung,-5
taat,-1
busuk,-5
tarik napas habis,-5
semayam,-3
potong,-2
genang,-2
hina aib,-4
gejolak,-3
hiruk,-4
sengaja,-2
takut,-4
geleng,-3
selulur,-2
suap,-3
sembarang,-4
gelesot,-3
kalang tanah,-2
antem,-4
tunas,-2
gelap,-4
menep,-3
umpat,-4
biak,-3
biar,-3
batas waktu,-3
tetes,-3
licin,-2
maki,-5
songsong,-2
tusuk,-4
sungkawa,-3
dunia,-2
faedah,-1
ganyang,-4
gerecok,-4
umbar,-3
telinga merah,-3
sakit ingat,-4
tolak,-4
bandel,-5
sepele,-4
jarah,-4
jarak,-3
suntuk,-4
gelora,-2
aniaya,-4
balas,-3
banting,-3
hayat,-2
daif,-3
lubang,-3
dosa,-4
tarik hati,-1
ejek,-4
jauh,-4
goda,-3
berangan,-3
rampok,-5
lendeh,-3
parah,-5
peranjat,-3
nyanyi,-2
getar,-3
hina,-5
geruh,-4
ada,-3
lalu dr dunia,-5
elu,-2
cucut,-3
retek,-3
kasi,-3
jejal,-3
cucuk,-3
jedot,-4
antisipasi,-1
celaka,-5
patung,-3
sindir,-3
bukan,-3
geliat,-3
mirip,-2
alami,-3
lepas,-2
harap,-3
comot,-4
siksa,-5
acak,-5
sendu,-2
acau,-4
hempas,-4
ganjil,-4
derita,-5
bantah,-3
untung,-1
sudah,-2
hangus,-3
ampas kopi,-2
simbah,-3
leleh,-3
bidik,-2
lari,-2
sentuh,-2
usai,-2
dengung,-3
cemplung,-4
ribut,-4
olok,-4
kelir,-3
buru,-3
geluncur,-3
bakat,-1
musuh,-4
pacar,-3
cemerlang,-1
bisu,-3
kurang,-3
rebut,-3
tendensi,-3
duka,-5
gelecik,-4
balik akal,-4
mari,-1
pelecok,-3
bendung,-3
makan,-1
besar,-2
tular,-4
timbal,-2
teduh,-2
pokok,-3
baca,-1
cedera,-4
maksud,-1
lot,-5
dahulu,-1
sungguh,-1
ubah ingat,-3
anjur,-2
ramal,-2
terka,-1
jaga,-3
ruwet,-4
semangat,-1
beri,-2
mencak,-5
seteru,-4
aneh,-4
lagi,-3
tentang,-2
tutup,-2
lanyak,-3
curu,-3
tekan,-3
nista,-5
sumbat,-3
tumpang tinggal,-4
erik,-3
beri uang,-2
tahan,-2
sembah,-2
ubah akal,-2
tip,-3
tambat hati,-2
ogah,-3
panas,-3
simpang,-4
sunyi,-3
indah,-2
noda,-4
langah,-3
langau,-4
taksir,-1
beda,-2
hambur,-3
tangkap basah,-3
bandung,-1
bahagia,-1
bisik,-2
coret,-1
ngaceng,-5
jihat,-4
arau,-4
tubruk,-3
lesap,-3
transformasi,-5
gabung,-5
gasak,-5
maklumat,-3
kerut,-3
inersia,-4
lebur,-5
senyampang,-4
ayun,-3
hadirin,-3
pantang,-4
porno,-5
karut,-5
tingkeb,-3
bayi,-3
empot,-5
gulir,-3
lembu liar,-3
kemandang,-3
rantas,-3
sambung,-3
aus,-5
gulung,-4
moyang,-4
berang,-5
singkil,-4
deru,-3
tumpuk,-3
represi,-4
lunas kapal,-3
distorsi,-4
risi,-3
semak hati,-5
lintas,-4
tung,-3
risa,-4
benyot,-4
bromocorah,-5
medok,-3
lencana,-3
ekshibisi,-3
dua kali,-3
hening,-3
lingkup,-3
gam,-4
cagil,-4
mampat,-3
kaji,-5
gelogok,-3
gapil mulut,-4
sudah,-3
selesma,-3
pari-,-3
khafi,-5
lumang,-5
omong kosong,-4
kecandan,-4
basmi,-5
petuah,-3
cegat,-3
pulsa,-3
rancu,-4
luruh,-3
titis,-3
santet,-3
unjuk rasa,-3
ketupat bengkulu,-5
tawar,-4
cacat,-5
titik,-3
ikhtiar,-4
pelekok,-3
betung,-3
buang,-4
jauh,-3
ganda,-3
anjak,-3
sulam,-5
bengal,-4
serius,-5
kusut hati,-5
mupus,-5
kait,-4
barua,-5
robek,-4
judes,-4
belembang,-5
betas,-3
madat,-3
sensasi,-5
sandung,-5
catak,-4
interlokusi,-3
rongseng,-4
baya,-4
merinin,-3
tempo,-4
cacing kalung,-4
makmur,-3
tular,-4
borok,-5
kentara,-3
restan,-3
toleransi,-3
caci,-5
pati,-5
mamah,-4
dorong,-4
pancakara,-4
tenggang,-3
hunjam,-4
angkat tangan,-5
sumbang,-4
hangat,-4
cekuh,-3
forum,-3
anjing tanah,-5
juang,-3
dering,-3
mentok,-5
jendala,-5
puyeng,-4
kelesa,-4
tambah,-5
kerdak,-4
gelabur,-5
tutur,-3
malak,-5
rapat,-3
fasid,-5
celoteh,-4
balik belakang,-5
selang,-3
tais,-3
kelasah-kelusuh,-5
orang,-3
gencet,-5
muat,-3
bersih,-5
walak,-5
unit,-4
jaga,-3
anjung,-3
tahi angin,-4
kerekau,-3
musir,-4
saran,-3
larang,-3
rangkum,-3
rangkul,-3
orang bunian,-4
rintang,-4
rangkup,-3
rangkus,-4
abdi,-3
sesak,-3
bohong,-4
karut,-5
prajurit,-5
suari,-3
obat bedil,-3
sarau,-5
bayu,-4
usir,-4
miliun,-5
helat,-4
lisong,-3
selekeh,-5
kantong,-5
tara,-3
runcing,-4
disparitas,-4
lawan,-5
gelongsor,-4
tesis,-3
relai,-5
lik,-4
naik pitam,-4
tulup,-3
bohong,-4
tandang,-4
ibadat,-3
vibrasi,-3
jerkah,-5
fakir,-5
kode,-3
cencala,-5
rusuh,-5
genitalia,-3
sigar,-3
ungkit,-3
fadihat,-5
indehoi,-3
ta,-3
akik,-3
jamah,-5
sewot,-5
bolsak,-4
dusta,-4
dusta,-3
urung,-5
kasiku,-4
sadar,-3
cirit,-5
jolok,-3
penting,-4
apkir,-4
penuh,-3
hubung singkat,-4
adiktif,-4
singkap,-4
lubuk,-3
redup,-3
lelucon,-4
umbul,-3
paut,-4
sangkak hati,-4
kadam,-3
turut,-3
hot,-4
jalan lingkar,-4
terang,-3
uji,-5
coreng moreng,-4
iri hati,-5
setia,-4
kurang darah,-4
makmum,-3
deriji,-4
buru,-3
sedu,-5
cunam,-3
keramat,-5
mu,-4
sampean,-4
jendera,-4
menggelabu,-4
bedol,-4
pakai bahasa,-3
arca,-3
sistem,-4
buang air,-5
siasat,-3
lecet,-4
walang hati,-5
buru,-5
damprat,-5
senda gurau,-4
tala,-3
tegal,-4
umpil,-3
singgung,-3
duri,-4
bantah,-3
bahasa,-4
gugup,-5
gugus,-4
cikun,-5
rorod,-4
tua uzur,-3
rompes,-4
kepalang,-3
ulam,-5
pandemi,-5
atribut,-3
deskripsi,-4
geblek,-5
bungsu,-3
sembunyi,-3
anggar lidah,-3
londang,-3
bakar,-5
kesel,-5
rabit,-3
keluarga,-3
berangsang,-5
hilang akal,-5
cenderung,-3
junior,-4
penjara,-4
sesak,-4
banyak cakap,-4
antitesis,-3
kotor,-5
cucur,-5
kelih,-4
tanggung,-4
barut,-3
kelis,-3
pipit,-3
intiha,-3
tenggalam,-3
sesar,-3
sesap,-3
sayap,-4
pelak,-3
cemomot,-4
bebal,-3
antuk,-4
lantar,-4
satelit,-3
angsur,-3
danyang,-4
seleweng,-5
dangkung,-3
soak,-5
hujat,-4
rombong,-4
caing,-3
sorak,-3
tabur,-3
imbesil,-5
pelir,-5
cukup,-5
kemban,-5
keris,-4
sumbat,-5
cekcok,-4
asan tak asan,-5
jual murah,-3
tengking,-4
konfirmasi,-4
gundang,-5
amit,-4
pecah,-4
gairah,-3
cengkeram,-5
nafi,-4
sakar,-5
pepet,-5
ketat,-3
cuma,-3
dompol,-4
cecak,-3
lumur,-4
lukat,-4
jeli,-3
aborsi,-3
lembu hutan,-3
jalu,-4
puntianak,-5
bicara,-3
acau,-4
tuju,-4
pinggir,-4
rangsang,-4
jatuh,-4
kerabu,-5
debil,-5
laif,-5
bentul,-3
renyang,-5
becak,-3
aji,-3
tabal,-3
rona,-3
bagi,-4
laik,-5
bundak,-3
narkotik,-3
resan,-5
koyak,-3
anggota,-3
sakit,-5
benjut,-4
buni,-5
sangkal,-4
coleng,-4
pangah,-4
tindih,-4
olahraga bokser,-5
sano,-4
keset,-4
bening,-4
hemat,-3
lebar mulut,-4
ambles,-4
konglomerasi,-4
prapendapat,-3
generasi,-3
tunjang,-3
papas,-5
abses,-4
handai,-3
jawat,-3
geriap,-4
sara,-3
absen,-3
serampu,-3
candala,-5
batel,-4
tumpat,-4
jejak,-3
degil,-5
masyhur,-5
dangkar,-4
talak,-3
dengki,-5
bahaya,-4
guguk,-5
inisiator,-4
harus,-5
pergi,-3
giat,-4
cucup,-3
nebeng,-3
kepala angin,-3
asal,-3
asak,-3
padang luas,-3
selundup,-3
anugerah,-3
kusut pikir,-4
galas,-4
temporer,-4
kocar-kacir,-5
sambung jiwa,-3
degub,-3
desak,-4
laknat,-5
pikir tumpul,-3
gema,-4
sirat,-3
epidemi,-5
minta,-3
bacok,-4
kepialu,-4
sepakat,-4
desau,-3
jenewer,-4
cium,-3
kernai,-4
rekomendasi,-3
nista,-5
kemandang,-3
paruh,-3
loyo,-3
gerah,-5
sekar,-4
rusuk,-4
cangkul,-4
tangguh,-3
trek,-3
minum,-3
ingat,-3
hingar,-5
wreda,-4
petus,-3
loksek,-4
cari,-4
copet,-5
daing,-4
kongkong,-3
sara bara,-5
rapun,-5
eban,-4
tuhmah,-3
perit,-4
rasuk hati,-3
minus,-3
erot,-4
se-sat pusat,-4
sikut,-5
khalifatullah,-4
desersi,-3
nobat,-3
tengah,-3
direksi,-3
kecap,-4
pamflet,-3
campak,-5
bimbang,-4
pangkur,-4
bablas,-5
somplak,-4
mamah,-4
doi,-3
iming-iming,-3
kembang-kempis,-4
sabet,-5
geger,-3
seteru,-5
rumung,-3
embat,-5
jual,-5
derek,-5
mata betung,-3
hasud,-5
koteng,-3
hulu,-3
sukar,-4
ban,-4
tinggal,-4
semua,-3
patah pucuk,-5
ketupat bangkahulu,-5
gedang,-4
sitoplasma,-5
umum,-3
benam,-5
senyap,-4
puisi,-3
gelap,-4
telerang,-3
musuh,-5
asing,-5
digresi,-4
penyap,-3
lancip,-4
hoki,-3
celomes,-4
implementasi,-4
semrawut,-5
atresia,-3
jejak,-4
lopak,-4
bahana,-3
mampir,-3
surai,-3
gambar,-3
asid,-5
goyang,-3
rangkap,-3
leku,-3
langsuir,-4
random,-4
takal,-4
pupus,-5
dukun,-3
mengharubirukan,-4
irsyad,-3
rurut,-5
gelantung,-4
diplomasi,-5
buram,-3
intai,-3
inap jenazah,-3
carik,-5
paksa,-4
belakang,-3
timbal,-3
cerca,-5
pelana,-3
buras,-4
folder,-5
blangko,-3
badan,-3
tampar,-3
poleng,-3
bekam,-4
tipu muslihat,-5
seluk,-3
jungkal,-5
kata,-4
jengkang,-5
stok,-3
jalan arteri,-4
buah,-3
inferioritas,-5
tampak,-3
cakar,-4
comberan,-4
gaul,-3
bab,-4
tampak,-4
beringas,-4
pada,-3
rudin,-5
marak,-3
vampir,-5
gaet,-5
pincang,-4
indolensi,-4
cakar,-4
dekadensi,-5
ambruk,-5
bagai,-3
rubuh,-5
pawana,-4
radius,-4
kerikil,-3
rambu,-4
halang,-4
cemar,-5
lekat,-3
periksa,-5
lekas,-3
lekap,-3
cemat,-5
bunting,-3
disentri,-5
babak,-4
tingkat,-4
merosot,-5
atur,-4
gabas,-5
kohor,-3
lebih,-4
tunjuk,-3
suplai,-3
inteligen,-4
gunjing,-5
artikel,-4
berjubal,-3
semir,-5
pongsu,-4
tatah,-5
anarki,-4
lam,-5
mencepung,-5
azab,-5
tegah,-5
sumpah,-5
dabih,-3
sisi,-4
pinak,-3
cempeng,-4
linguis,-3
guam,-4
telimpuh,-3
dangkung,-3
surut,-3
adil,-4
pita,-4
bual,-4
bijaksana,-4
awa-,-3
gulat,-4
sigi,-3
kagum,-5
jambak,-5
cekah,-4
langgar,-4
lunyah,-3
ujar,-4
pikir,-3
cepol,-4
lemau,-4
lepas,-5
cekat,-4
simpang-siur,-4
tengah,-3
jebol,-3
setrap,-3
hadir,-3
subversif,-4
sembarang,-5
timang,-3
balkon,-3
juwita,-4
simbah,-5
sila,-3
tambeng,-5
anyir,-4
hormat,-3
dekus,-3
madani,-4
anggur,-4
dikit,-3
ayat,-4
semprot,-5
reguk,-3
seluruh,-3
jelata,-5
berak air,-4
selia,-4
senang,-4
pejal,-3
kendati,-3
tunggang gunung,-4
asih,-4
gembung,-3
jodoh,-3
lindur,-3
tuntut,-3
beredak,-5
semena-mena,-5
kedung,-3
antek,-3
mandiri,-3
bancang,-5
perdata,-3
tumbuk,-4
tawon,-3
isolasi,-3
putus akal,-5
ringan lidah,-4
serempak,-3
perosok,-5
tebuk,-3
ain,-5
topek,-4
alur,-4
serak,-4
lengar,-4
aib,-5
frustasi,-3
semat,-4
ganggang,-3
bimbing,-3
wujud,-3
wafat,-5
tiada,-3
tolak,-3
geluduk,-3
arsip,-5
upaya,-4
papakerma,-5
istan,-5
buang air besar,-5
tongong,-3
tuntun,-3
cape,-3
inventori,-3
labrak,-5
sedikit,-4
khinzir,-4
curna,-5
huni,-3
rayap,-3
oles,-4
demonstrasi,-4
cuka belanda,-5
alih,-5
damping,-3
geletar,-4
kompas,-3
raib,-3
bongkar,-3
pandir,-5
antara,-3
kelam kabut,-4
tambun,-3
topo,-5
sunat,-5
lawat,-4
antara,-3
duaja,-3
pegawai perintah,-3
rahmat,-3
gam,-3
tanggung,-5
berandal,-5
libas,-4
selawat,-3
pangsa,-3
pica,-4
riba,-3
sengat,-4
kanun,-3
tanggap,-5
gugat,-4
kumandang,-3
boyak,-5
lucah,-5
cekang,-3
gondok,-4
ambai,-5
sangat,-5
gendak,-5
dalalah,-5
cinta,-3
timpa,-3
sewal,-5
gosip,-5
mata ikan,-4
muncul,-3
tungku,-4
ambau,-5
pukang,-3
terbang arwah,-4
ungkap,-4
sentuh,-5
aktif,-3
panas,-4
ruat,-4
bantai,-4
plonga-plongo,-3
keropos,-3
rangkai,-4
tindak,-4
bantar,-4
ruai,-4
ruak,-4
pagebluk,-5
canggung,-4
geliat,-3
lenggana,-4
insentif,-3
rangkam,-4
gegadan,-5
kicau,-4
kucur,-3
rangkak,-3
shabu-shabu,-3
banyak mulut,-4
orok,-3
cekcok,-4
lapor,-5
unting,-5
ambiguitas,-5
samping,-4
bando,-4
carak,-3
celetuk,-5
ledek,-5
arah,-4
pohon,-4
rumor,-5
aram,-3
timang,-3
jelingah,-3
dengus,-3
dengut,-3
laga,-4
nasihat,-3
rawan,-4
murup,-3
lasat,-5
congor,-3
tegap,-3
lengkap,-3
sederhana,-5
jentaka,-5
macis,-4
amor,-4
dedak,-3
perosok,-4
jereket,-3
salin,-3
anak pinak,-3
gelora,-4
jemu,-3
sedat,-4
bonggol,-4
belah,-4
susila,-4
liku,-4
hidung,-5
saba,-3
satu,-4
runtun,-5
redam,-4
buah hati,-3
doa,-3
geser,-5
birokrat,-3
barang bekas,-4
pihak,-4
elus,-3
tegar,-4
huni,-3
datang hati,-5
gegabah,-5
instruksi,-3
sadis,-5
ting,-4
sarak,-3
kandas,-5
lari,-5
agama,-3
dompleng,-3
menit,-3
kisar,-3
hapus,-3
loak,-4
dekaden,-5
bukti,-3
kemih,-3
tabrak,-3
dungkul,-4
sia,-4
kerok,-3
potol,-4
aliansi,-4
riba,-3
luak,-3
hantam,-5
tanda,-3
menjapit,-4
rosok,-3
rat,-4
ujung tangan,-4
encok,-5
otek,-4
koneksi,-4
mulut rambang,-4
anggara,-4
recok,-4
tindih,-4
gili,-3
urine,-3
kebat,-3
dedah,-4
armada,-5
kutuk,-5
tang,-5
wan,-4
masuk,-3
gado,-4
wah,-3
gamang,-3
cantik,-4
rembes,-3
lemah,-3
setan,-3
rakaat,-4
lepas,-5
terowongan,-4
vakum,-3
tolak,-4
faring,-5
gemuruh,-3
ramah,-3
ramai,-5
lontar,-3
hanyut,-4
sanggit,-5
esensial,-4
jajar genjang,-4
habis,-4
tampak,-4
cumbu,-4
lalat kerbau,-4
tidak keruan,-3
jaring,-4
duel,-4
cegah,-3
curang,-5
lewat batas,-4
tengak,-4
dampak,-3
tengkar,-4
ragu,-3
layu,-4
balela,-4
pergok,-5
rua,-4
cacau,-5
inspirasi,-3
amuk,-4
tuju,-3
petir,-3
belit,-4
lusuh,-5
siar,-3
galaba,-5
tunjang,-4
pental,-3
paruh,-3
darurat,-4
geming,-4
hangit,-5
gepok,-5
realisasi,-3
motivasi,-4
angkat,-5
rupa,-3
sentuh,-3
kungkung,-3
ajar,-3
luwes,-4
siar,-3
aco,-5
pegawai negeri,-3
rundung,-4
parut,-3
panar,-3
oyok,-3
cingangah,-4
tele,-3
serap,-3
hilang pikir,-4
getol,-3
kebiri,-3
rapat,-3
batil,-4
telanjur,-5
siksa,-5
setip,-3
kalimantang,-3
salah urat,-3
tempat,-3
motif,-3
indo,-3
jerit,-5
ziarah,-4
adimarga,-4
solang,-3
kelik,-3
berogak-ogak,-4
pusu,-4
arus udara,-4
cerah,-3
potong,-3
bambu,-3
bendera,-3
empedal,-5
pindah,-5
cecunguk,-5
tulah,-3
barkas,-5
canda,-4
iring,-4
datuk,-4
malak,-4
kumandang,-3
turun,-3
kacrek,-3
ametis,-4
segi,-4
gembira,-3
tangkap tangan,-5
batalion,-5
asimilasi,-3
reyot,-3
jumpa,-4
masygul,-3
operasi,-4
bengok,-4
hujung,-3
inklinasi,-3
nasihat,-3
istimewa,-3
pencar,-5
huma,-4
demen,-3
olah,-4
jalan protokol,-4
sentak,-5
sakit hati,-3
jeri,-3
gabung,-5
tawan,-3
sisih,-5
bangun,-4
depak,-3
tabrak,-4
halilintar,-3
cekung,-4
pecat,-5
pelet,-3
konkretisasi,-3
gua,-3
seram,-4
sengketa,-4
omong,-4
dalam,-3
motivasi,-3
ejawantah,-3
bondong,-3
jepit leher,-4
relasi,-4
tebar,-3
serobot,-5
hamun,-5
tidak kerja,-4
jerum,-4
skors,-3
cetera,-4
lesap,-3
tancap,-3
detektif,-3
lompong,-5
pucuk,-4
alas,-4
makan,-4
cimeng,-3
baku,-3
kabar,-3
jotos,-3
rasionalitas,-4
bangsal,-3
raban,-4
maling,-5
tular,-4
jilid,-5
bidas,-5
cerat,-3
cekit,-4
bungkus,-3
derum,-4
goblok,-5
celuk,-3
cakap,-4
iri,-4
angkat topi,-4
langgar,-5
muas,-5
pasuk,-3
catur,-3
dengkur,-3
rua,-4
tagar,-3
tumang,-4
ulur lidah,-5
wenang,-5
maula,-4
luruh,-3
ledes,-3
hambur,-5
gali,-3
sebar,-3
nikah,-3
ceku,-5
dengkul,-3
cabut,-5
murung,-5
jalan tol,-4
sementung,-5
miring,-4
tumbang,-5
bondot,-5
undi,-5
pejajaran,-4
kuat,-3
minta,-4
ruok,-5
kecai,-5
legalitas,-3
pilin,-5
rambang,-5
kaidah,-4
kata-,-4
bucu,-3
kalah,-4
popok,-4
kencan,-4
germo,-5
cerai,-4
begundal,-3
kukuh,-3
pendek,-3
ruyup,-4
kebat,-3
gelecik,-3
mendung,-3
liang sanggama,-4
sahabat,-4
gelinjang,-3
kebas,-3
kerja keras,-5
musyawarah,-3
belah ketupat,-4
sawat,-5
terminal,-3
tingkah,-5
bayan,-4
kantin,-4
bendel,-5
koplo,-3
singkir,-4
papar,-3
dalil,-3
papak,-3
nuansa,-3
enyah,-4
merosot,-5
capit,-3
rencana,-4
dewan,-3
ceracau,-3
malas,-4
repot,-5
kemik,-3
fasilitas,-4
bombastis,-3
didik,-3
bencat,-5
kikis,-3
apiun,-3
lewat,-5
khianat,-5
bedegong,-4
si fulan,-3
iba,-5
calar,-3
flu,-3
untun,-3
bawang,-5
ranap,-5
cagun,-3
biut,-5
tambun,-3
andeka,-3
banting,-4
dahsyat,-5
mungkir,-5
becus,-4
zalim,-5
lantik,-3
kisruh,-3
memedi,-4
gas,-4
wujud,-3
bapet,-4
intrakalimat,-5
berak,-4
akidah,-3
rayu,-4
imbang,-3
senging,-5
timbang,-3
irik,-3
juragan,-4
kir,-4
vital,-4
begu,-4
tika pangkai,-4
harap cemas,-3
warita,-4
bawa,-3
mudah,-3
roboh,-5
besar rabu,-3
surih,-3
apatis,-5
semprot,-5
adu,-4
agen rahasia,-3
arah,-3
tanding,-4
atas,-4
data,-3
hasan,-4
otak udang,-5
dedah,-3
asosiasi,-4
teguk,-3
natural,-3
loneng,-3
tuah,-3
tadabur,-3
jawab,-5
rebah,-3
lancang mulut,-4
rampang,-4
prinsipil,-4
karet,-3
corengmoreng,-4
kelompok,-4
gelisah,-4
waduk,-3
koyak,-5
wajar,-5
inheren,-4
hilang arwah,-4
kumandang,-4
lubang,-3
metamorfosis,-3
soe,-5
jeringing,-4
ayun,-3
lucut,-3
empal,-4
berangkat,-4
apes,-5
mansukh,-4
sulit,-5
tuli,-3
gugur,-3
kacek,-4
hulu,-3
gagar,-3
rayu,-3
gawat,-5
ada,-4
takut,-4
berangkal,-3
tenung,-3
empap,-3
prosedur,-4
bernas,-3
hop,-5
pendam,-5
syair,-3
seleweng,-4
semok,-4
tike,-3
nujum,-4
sabak,-3
pukul,-4
solot,-4
selubung,-3
bentur,-4
usaha,-3
tengkar mulut,-5
lingkar,-3
ligih,-4
ejakulasi,-3
sepak,-3
kelesah,-5
lindap,-3
signifikansi,-4
payah,-3
sinkron,-3
uci-uci,-4
serbu,-5
gerebek,-3
khisit,-5
gugat,-5
lipat,-3
